date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:59	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22f83103-ad36-5d55f498add00-gzip%22	https://rasowaterproofing.in/assets/vendors/owl-carousel/owl.carousel.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/owl-carousel/owl.carousel.min.js	(from https://rasowaterproofing.in/)
13:40:59	140942/140942	---M-Z	200	added ('OK')	application/javascript	etag:%22f83108-2268e-5d55f49a96180-gzip%22	https://rasowaterproofing.in/assets/vendors/swiper/swiper.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/swiper/swiper.min.js	(from https://rasowaterproofing.in/)
13:40:59	10383/10383	---M-Z	200	added ('OK')	application/javascript	etag:%22f83119-288f-5d55f49c7e600-gzip%22	https://rasowaterproofing.in/assets/vendors/vegas/vegas.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/vegas/vegas.min.js	(from https://rasowaterproofing.in/)
13:40:59	2235/2235	---M-Z	200	added ('OK')	application/javascript	etag:%22f8311b-8bb-5d55f49e66a80-gzip%22	https://rasowaterproofing.in/assets/vendors/wnumb/wNumb.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/wnumb/wNumb.min.js	(from https://rasowaterproofing.in/)
13:41:00	6300/6300	---M-Z	200	added ('OK')	application/javascript	etag:%22f8311d-189c-5d55f49e66a80-gzip%22	https://rasowaterproofing.in/assets/vendors/wow/wow.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/wow/wow.js	(from https://rasowaterproofing.in/)
13:41:00	2796/2796	---M-Z	200	added ('OK')	application/javascript	etag:%22f826be-aec-5e32433fb7a80-gzip%22	https://rasowaterproofing.in/assets/vendors/extra-scripts/jquery.paroller.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/extra-scripts/jquery.paroller.min.js	(from https://rasowaterproofing.in/)
13:41:00	13571/13571	---M-Z	200	added ('OK')	application/javascript	etag:%22f830e3-3503-53352c50f4380-gzip%22	https://rasowaterproofing.in/assets/vendors/language-switcher/jquery.polyglot.language.switcher.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/jquery.polyglot.language.switcher.js	(from https://rasowaterproofing.in/)
13:41:00	1815/1815	---M-Z	200	added ('OK')	application/javascript	etag:%22f826bd-717-5e68aefa50d00-gzip%22	https://rasowaterproofing.in/assets/vendors/extra-scripts/jquery-sidebar-content.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/extra-scripts/jquery-sidebar-content.js	(from https://rasowaterproofing.in/)
13:41:01	154104/154104	---M-Z	200	added ('OK')	application/javascript	etag:%22f826c3-259f8-5e6c00dbaab80-gzip%22	https://rasowaterproofing.in/assets/vendors/fancybox/jquery.fancybox.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fancybox/jquery.fancybox.js	(from https://rasowaterproofing.in/)
13:41:01	14243/14243	---M-Z	200	added ('OK')	application/javascript	etag:%22f826af-37a3-58d7bc8264b80-gzip%22	https://rasowaterproofing.in/assets/vendors/aos/aos.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/aos/aos.js	(from https://rasowaterproofing.in/)
13:41:01	15457/15457	---M-Z	200	added ('OK')	application/javascript	etag:%22f826bc-3c61-5e92a3b291680-gzip%22	https://rasowaterproofing.in/assets/vendors/extra-scripts/jarallax.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/extra-scripts/jarallax.min.js	(from https://rasowaterproofing.in/)
13:41:02	23123/23123	---M-Z	200	added ('OK')	application/javascript	etag:%22f826a8-5a53-5e9921bc5d400-gzip%22	https://rasowaterproofing.in/assets/js/custom.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/js/custom.js	(from https://rasowaterproofing.in/)
13:41:02	115897/115897	---M-Z	200	added ('OK')	application/javascript	etag:%22f826c0-1c4b9-5e97d651aeb00-gzip%22	https://rasowaterproofing.in/assets/vendors/extra-scripts/TweenMax.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/extra-scripts/TweenMax.min.js	(from https://rasowaterproofing.in/)
13:41:02	1238/1238	---M-Z	200	added ('OK')	text/html	etag:%22f827f1-4d6-5f54818147e80-gzip%22	https://rasowaterproofing.in/assets/vendors/images/icon/bx_loader.html	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/images/icon/bx_loader.html	(from https://rasowaterproofing.in/assets/vendors/bxslider/jquery.bxslider.css)
13:41:02	1238/1238	---M-Z	200	added ('OK')	text/html	etag:%22f827f4-4d6-5f54818147e80-gzip%22	https://rasowaterproofing.in/assets/vendors/img/bx-slider/controls.html	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/img/bx-slider/controls.html	(from https://rasowaterproofing.in/assets/vendors/bxslider/jquery.bxslider.css)
13:41:03	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827db-21676-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:03	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%22f827df-1327c-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:03	92136/92136	---M--	200	added ('OK')	font/woff	etag:%22f827de-167e8-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:03	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827e0-21676-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400d41dd41d.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:04	136516/136516	---M--	200	added ('OK')	font/ttf	etag:%22f827dd-21544-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:04	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827e1-862e-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:04	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827e6-862e-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400d41dd41d.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:04	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%22f827e5-34ec-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:04	16772/16772	---M--	200	added ('OK')	font/woff	etag:%22f827e4-4184-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:05	34052/34052	---M--	200	added ('OK')	font/ttf	etag:%22f827e3-8504-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:05	751262/751262	---M--	200	added ('OK')	image/svg+xml	etag:%22f827dc-b769e-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:05	145515/145515	---M--	200	added ('OK')	image/svg+xml	etag:%22f827e2-2386b-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:06	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827e7-3200e-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:06	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%22f827eb-139ac-5d55f4910cb00%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:06	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f827ec-3200e-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900d41dd41d.eot	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:06	104280/104280	---M--	200	added ('OK')	font/woff	etag:%22f827ea-19758-5d55f4910cb00%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.woff	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:07	204528/204528	---M--	200	added ('OK')	font/ttf	etag:%22f827e9-31ef0-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:07	280/280	---M--	200	added ('OK')	image/png	etag:%22f830d3-118-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:07	262/262	---M--	200	added ('OK')	image/png	etag:%22f830d1-106-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:07	262/262	---M--	200	added ('OK')	image/png	etag:%22f830cd-106-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_75_dadada_1x400.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:07	922603/922603	---M--	200	added ('OK')	image/svg+xml	etag:%22f827e8-e13eb-5d55f48f24680%22	https://rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fontawesome/webfonts/fa-solid-900.svg	(from https://rasowaterproofing.in/assets/vendors/fontawesome/css/all.min.css)
13:41:07	207/207	---M--	200	added ('OK')	image/png	etag:%22f830cc-cf-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_65_ffffff_1x400.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:07	335/335	---M--	200	added ('OK')	image/png	etag:%22f830c2-14f-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:08	332/332	---M--	200	added ('OK')	image/png	etag:%22f830d2-14c-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:08	6922/6922	---M--	200	added ('OK')	image/png	etag:%22f830d4-1b0a-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_222222_256x240.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:08	6999/6999	---M--	200	added ('OK')	image/png	etag:%22f830d7-1b57-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_888888_256x240.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:08	6992/6992	---M--	200	added ('OK')	image/png	etag:%22f830d6-1b50-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_454545_256x240.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:08	4549/4549	---M--	200	added ('OK')	image/png	etag:%22f830d5-11c5-5d55f494dd400%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_2e83ff_256x240.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:09	4549/4549	---M--	200	added ('OK')	image/png	etag:%22f830d8-11c5-5d55f496c5880%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/images/ui-icons_cd0a0a_256x240.png	(from https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.css)
13:41:09	1238/1238	---M-Z	200	added ('OK')	text/html	etag:%22f83105-4d6-5f54818147e80-gzip%22	https://rasowaterproofing.in/assets/vendors/owl-carousel/owl.video.play.html	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/owl-carousel/owl.video.play.html	(from https://rasowaterproofing.in/assets/vendors/owl-carousel/owl.carousel.min.css)
13:41:09	1238/1238	---M-Z	200	added ('OK')	text/html	etag:%22f83117-4d6-5f54818147e80-gzip%22	https://rasowaterproofing.in/assets/vendors/vegas/overlays/02.html	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/vegas/overlays/02.html	(from https://rasowaterproofing.in/assets/vendors/vegas/vegas.min.css)
13:41:10	74620/74620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f8310b-1237c-5e97b11e4a680%22	https://rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed.eot?orkqwr	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed78ed.eot	(from https://rasowaterproofing.in/assets/vendors/thm-icons/style.css)
13:41:10	74456/74456	---M--	200	added ('OK')	font/ttf	etag:%22f8310d-122d8-5e97b11e4a680%22	https://rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed.ttf?orkqwr	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed78ed.ttf	(from https://rasowaterproofing.in/assets/vendors/thm-icons/style.css)
13:41:10	74532/74532	---M--	200	added ('OK')	font/woff	etag:%22f8310e-12324-5e97b11e4a680%22	https://rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed.woff?orkqwr	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed78ed.woff	(from https://rasowaterproofing.in/assets/vendors/thm-icons/style.css)
13:41:10	1769/1769	---M--	200	added ('OK')	image/png	etag:%22f830e1-6e9-53353d25a7900%22	https://rasowaterproofing.in/assets/vendors/language-switcher/gb.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/gb.png	(from https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css)
13:41:11	1484/1484	---M--	200	added ('OK')	image/png	etag:%22f830e0-5cc-53353d0cdbe80%22	https://rasowaterproofing.in/assets/vendors/language-switcher/fr.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/fr.png	(from https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css)
13:41:11	290865/290865	---M--	200	added ('OK')	image/svg+xml	etag:%22f8310c-47031-5e97b11e4a680%22	https://rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed.svg?orkqwr	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/thm-icons/fonts/icomoon78ed78ed.svg	(from https://rasowaterproofing.in/assets/vendors/thm-icons/style.css)
13:41:11	1487/1487	---M--	200	added ('OK')	image/png	etag:%22f830de-5cf-53353cd95c500%22	https://rasowaterproofing.in/assets/vendors/language-switcher/de.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/de.png	(from https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css)
13:41:11	1452/1452	---M--	200	added ('OK')	image/png	etag:%22f830e2-5ac-53353d3aa2a80%22	https://rasowaterproofing.in/assets/vendors/language-switcher/it.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/it.png	(from https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css)
13:41:11	1501/1501	---M--	200	added ('OK')	image/png	etag:%22f830df-5dd-53353cf410400%22	https://rasowaterproofing.in/assets/vendors/language-switcher/es.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/es.png	(from https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css)
13:41:12	413/413	---M--	200	added ('OK')	image/png	etag:%22f6321a-19d-5c070381f5180%22	https://rasowaterproofing.in/assets/images/icon/cross-out.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/cross-out.png	(from https://rasowaterproofing.in/assets/css/style.css)
13:41:13	194084/194084	---M--	200	added ('OK')	image/jpeg	etag:%22f63210-2f624-5e8f4ea0df200%22	https://rasowaterproofing.in/assets/images/breadcrumb/breadcrumb-1.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/breadcrumb/breadcrumb-1.jpg	(from https://rasowaterproofing.in/contact.php)
